"type","path","description","method_type"
"run","results/aging/runs/run_2026_03_11_030129_aging_shape_collapse_analysis_01/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_11_082451_aging_shape_collapse_analysis/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_211204_aging_dataset_build/run_manifest.json","Run manifest/status artifact: run manifest","unknown"
"run","results/aging/runs/run_2026_03_12_213819_aging_log_time_scaling_test/run_manifest.json","Run manifest/status artifact: run manifest","slope"
"run","results/aging/runs/run_2026_03_12_213923_aging_component_clock_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_213929_aging_timescale_extraction/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_214012_aging_log_time_scaling_test/run_manifest.json","Run manifest/status artifact: run manifest","slope"
"run","results/aging/runs/run_2026_03_12_214126_aging_timescale_extraction/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_214127_aging_component_clock_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_222238_aging_time_rescaling_collapse/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_223427_aging_timescale_extraction/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_223709_aging_timescale_extraction/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_223712_aging_log_time_scaling_test/run_manifest.json","Run manifest/status artifact: run manifest","slope"
"run","results/aging/runs/run_2026_03_12_223741_aging_component_clock_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_224309_aging_time_rescaling_collapse/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_224808_aging_timescale_extraction/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_225058_aging_component_clock_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_225559_aging_time_rescaling_collapse/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_225842_aging_component_clock_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_225857_aging_timescale_extraction/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_230511_aging_time_rescaling_collapse/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_232904_aging_time_rescaling_collapse/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_233337_aging_time_rescaling_collapse/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_12_233710_aging_time_rescaling_collapse/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_003251_aging_fm_using_dip_clock/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_003818_aging_fm_using_dip_clock/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_004253_aging_fm_using_dip_clock/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_005134_aging_fm_using_dip_clock/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_005805_aging_fm_using_extracted_dip_tau/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_010148_aging_fm_using_extracted_dip_tau/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_011143_aging_fm_timescale_analysis/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_012211_aging_fm_timescale_analysis/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_13_013634_aging_fm_timescale_analysis/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_070731_tri_scaling_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_070929_tri_scaling_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_071151_tri_scaling_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_071722_tri_scaling_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_073402_TRI_cross_temperature_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_073850_TRI_clock_consistency_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_074027_TRI_clock_consistency_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_074415_TRI_clock_consistency_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_074613_aging_clock_ratio_analysis/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_074701_TRI_clock_consistency_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_075006_TRI_clock_consistency_test/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_130940_clock_ratio_temperature_support_audit/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_131220_clock_ratio_temperature_support_audit/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_131833_clock_ratio_temperature_support_audit/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_132250_clock_ratio_temperature_support_audit/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_132559_clock_ratio_temperature_support_audit/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_133454_clock_ratio_temperature_support_audit/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_14_152820_clock_ratio_lower_support_audit/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_16_023652_aging_clock_ratio_temperature_scaling/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/aging/runs/run_2026_03_22_001750_r_observable_export/run_manifest.json","Run manifest/status artifact: run manifest","unknown"
"run","results/aging/runs/run_legacy_baseline_tests/run_manifest.json","Run manifest/status artifact: run manifest","background_model"
"run","results/aging/runs/run_legacy_debug_runs/run_manifest.json","Run manifest/status artifact: run manifest","unknown"
"run","results/aging/runs/run_legacy_decomposition/run_manifest.json","Run manifest/status artifact: run manifest","decomposition"
"run","results/aging/runs/run_legacy_decomposition_stability/run_manifest.json","Run manifest/status artifact: run manifest","decomposition"
"run","results/aging/runs/run_legacy_diagnostics_misc/run_manifest.json","Run manifest/status artifact: run manifest","unknown"
"run","results/aging/runs/run_legacy_separability/run_manifest.json","Run manifest/status artifact: run manifest","unknown"
"run","results/aging/runs/run_legacy_svd_pca/run_manifest.json","Run manifest/status artifact: run manifest","decomposition"
"run","results/aging/runs/run_TRI_collapse_diagnostics/run_manifest.json","Run manifest/status artifact: run manifest","dip_extraction"
"run","results/relaxation/runs/run_2026_03_30_124149_aging_measurement_definition_audit/execution_status.csv","Run manifest/status artifact: execution status","unknown"
"run","results/relaxation/runs/run_2026_03_30_124149_aging_measurement_definition_audit/run_manifest.json","Run manifest/status artifact: run manifest","unknown"
"run","results/relaxation/runs/run_2026_03_30_133703_aging_measurement_definition_audit/execution_status.csv","Run manifest/status artifact: execution status","unknown"
"run","results/relaxation/runs/run_2026_03_30_133703_aging_measurement_definition_audit/run_manifest.json","Run manifest/status artifact: run manifest","unknown"
"script","Aging old/pipeline/stage8_globalJfit_shiftGating.m","Script: stage8 globalJfit shiftGating","fitting"
"script","Aging/alignDeltaM_y.m","Script: alignDeltaM y","unknown"
"script","Aging/analysis/aging_clock_ratio_analysis.m","Script: aging clock ratio analysis","dip_extraction"
"script","Aging/analysis/aging_clock_ratio_lower_support_audit.m","Script: aging clock ratio lower support audit","dip_extraction"
"script","Aging/analysis/aging_clock_ratio_temperature_scaling.m","Script: aging clock ratio temperature scaling","dip_extraction"
"script","Aging/analysis/aging_clock_ratio_temperature_support_audit.m","Script: aging clock ratio temperature support audit","dip_extraction"
"script","Aging/analysis/aging_component_clock_test.m","Script: aging component clock test","dip_extraction"
"script","Aging/analysis/aging_fm_timescale_analysis.m","Script: aging fm timescale analysis","dip_extraction"
"script","Aging/analysis/aging_fm_using_dip_clock.m","Script: aging fm using dip clock","dip_extraction"
"script","Aging/analysis/aging_geometry_visualization.m","Script: aging geometry visualization","unknown"
"script","Aging/analysis/aging_log_time_scaling_test.m","Script: aging log time scaling test","slope"
"script","Aging/analysis/aging_observable_identification_audit.m","Script: aging observable identification audit","unknown"
"script","Aging/analysis/aging_observable_mode_correlation.m","Script: aging observable mode correlation","decomposition"
"script","Aging/analysis/aging_shape_collapse_analysis.m","Script: aging shape collapse analysis","dip_extraction"
"script","Aging/analysis/aging_structured_results_export.m","Script: aging structured results export","unknown"
"script","Aging/analysis/aging_structured_results_export_tp12.m","Script: aging structured results export tp12","unknown"
"script","Aging/analysis/aging_structured_results_export_tp27.m","Script: aging structured results export tp27","unknown"
"script","Aging/analysis/aging_structured_results_export_tp30.m","Script: aging structured results export tp30","unknown"
"script","Aging/analysis/aging_time_rescaling_collapse.m","Script: aging time rescaling collapse","dip_extraction"
"script","Aging/analysis/aging_timescale_extraction.m","Script: aging timescale extraction","dip_extraction"
"script","Aging/analysis/aging_tri_clock_consistency_test.m","Script: aging tri clock consistency test","dip_extraction"
"script","Aging/analysis/aging_tri_cross_temperature_test.m","Script: aging tri cross temperature test","dip_extraction"
