"script_path","uses_template_style","has_run_context","has_required_outputs","has_rethrow","compliant"
"results/switching/runs/run_2026_03_28_021000_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_021547_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_021653_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_021711_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_021928_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_023120_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_023631_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_024543_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_025552_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_091403_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_091544_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_091634_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_091755_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_125333_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_125438_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_125827_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_131759_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_133122_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_134041_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_134352_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_134740_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_154331_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_154651_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_154704_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_154824_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_155254_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_155351_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_163153_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_202526_switching_physics_output_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_203045_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_203255_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_203714_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_203916_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_204146_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_212928_rmse_structure_vs_scale_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_212928_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_212928_switching_physics_output_robustness_fast_01/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_213142_rmse_structure_vs_scale_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_214340_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_214509_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_214617_switching_physics_output_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_225256_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_225857_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_230238_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_230251_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_230456_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_230808_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_231351_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_232702_rmse_structure_vs_scale_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_232911_rmse_structure_vs_scale_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_232956_rmse_structure_vs_scale_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_233208_rmse_structure_vs_scale_closure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_013947_switching_physics_output_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_014321_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_014323_switching_physics_output_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_014529_switching_physics_output_robustness_fast/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_085715_switching_raw_baseline_correction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_085716_switching_raw_baseline_correction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_085823_switching_raw_baseline_correction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_090000_switching_raw_baseline_correction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_090109_switching_raw_baseline_correction/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_164934_switching_physical_baseline_model/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_164935_switching_physical_baseline_model/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_165424_switching_physical_baseline_model/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_170058_switching_physical_baseline_model/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_170834_switching_physical_baseline_model/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_173600_phi2_kappa2_canonical_residual_mode/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_173743_phi2_kappa2_canonical_residual_mode/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_174042_phi2_kappa2_canonical_residual_mode/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_213341_parameter_robustness_stage1_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_220602_parameter_robustness_stage1b_width_kappa/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_220817_parameter_robustness_stage1b_width_kappa/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_29_222413_estimator_design_width_kappa1_narrow/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_alignment_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_mechanism_followup/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_mechanism_survey/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_mode23_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_observable_basis_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_observable_summary/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_second_coordinate_duel/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_second_observable_search/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_shape_rank_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_test_logs/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_legacy_XI_Xshape_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"run_a1_integral_consistency_wrapper.m","NO","NO","NO","NO","NO"
"run_a1_mobility_wrapper.m","NO","NO","NO","YES","NO"
"run_activation_signature_wrapper.m","NO","NO","NO","YES","NO"
"run_aging_clock_ratio_temperature_scaling_wrapper.m","NO","NO","NO","NO","NO"
"run_aging_execution_diagnostics.m","NO","YES","NO","NO","NO"
"run_aging_measurement_definition_audit.m","NO","NO","YES","NO","NO"
"run_aging_trace_structure_minimal.m","NO","YES","NO","NO","NO"
"run_amplitude_response_wrapper.m","NO","NO","NO","NO","NO"
"run_barrier_distribution_wrapper.m","NO","NO","NO","NO","NO"
"run_creep_activation_scaling_wrapper.m","NO","NO","NO","YES","NO"
"run_geometry_deformation_wrapper.m","NO","NO","NO","NO","NO"
"run_kappa1_pt_vs_speak_test.m","NO","YES","NO","NO","NO"
"run_kappa2_robust_audit.m","NO","NO","NO","NO","NO"
"run_minimal_canonical.m","NO","NO","NO","NO","NO"
"run_parameter_robustness_stage1_canonical.m","YES","YES","YES","YES","YES"
"run_parameter_robustness_stage1b_width_kappa.m","YES","YES","YES","YES","YES"
"run_relaxation_canonical_implementation_check.m","NO","YES","NO","YES","NO"
"run_relaxation_canonical_implementation_check_dirty_backup.m","YES","YES","YES","YES","YES"
"run_relaxation_measurement_canonical_self_audit.m","NO","NO","YES","NO","NO"
"run_relaxation_measurement_focused_t0_norm_window.m","YES","YES","YES","YES","YES"
"run_relaxation_temperature_scaling_wrapper.m","NO","NO","NO","YES","NO"
"run_ridge_susceptibility_analysis_wrapper.m","NO","NO","NO","NO","NO"
"run_ridge_temperature_susceptibility_wrapper.m","NO","NO","NO","NO","NO"
"run_rmse_structure_vs_scale_closure_wrapper.m","NO","YES","YES","NO","NO"
"run_switching_creep_barrier_analysis_wrapper.m","NO","NO","NO","NO","NO"
"run_switching_creep_scaling_wrapper.m","NO","NO","NO","NO","NO"
"run_switching_threshold_residual_structure_wrapper.m","NO","NO","NO","NO","NO"
"run_switching_width_roughness_competition_wrapper.m","NO","NO","NO","NO","NO"
"run_threshold_distribution_model.m","NO","YES","NO","NO","NO"
"run_x_vs_r_predictor_comparison_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_a1_integral_consistency_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_a1_mobility_wrapper.m","NO","NO","NO","YES","NO"
"runs/experimental/run_activation_signature_wrapper.m","NO","NO","NO","YES","NO"
"runs/experimental/run_aging_clock_ratio_temperature_scaling_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_amplitude_response_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_barrier_distribution_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_creep_activation_scaling_wrapper.m","NO","NO","NO","YES","NO"
"runs/experimental/run_geometry_deformation_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_relaxation_temperature_scaling_wrapper.m","NO","NO","NO","YES","NO"
"runs/experimental/run_ridge_susceptibility_analysis_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_ridge_temperature_susceptibility_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_switching_creep_barrier_analysis_wrapper.m","NO","NO","NO","NO","NO"
"runs/experimental/run_switching_creep_scaling_wrapper.m","NO","NO","NO","NO","NO"
"runs/launch_pt_deformation_mode_test.m","NO","NO","NO","NO","NO"
"runs/localPaths.m","NO","NO","NO","NO","NO"
"runs/localPaths_example.m","NO","NO","NO","NO","NO"
"runs/run_aging.m","NO","NO","NO","NO","NO"
"scripts/run_adversarial_observable_search.m","NO","YES","NO","NO","NO"
"setup_repo.m","NO","NO","NO","NO","NO"
"Susceptibility ver1/fix_phase_and_baseline.m","NO","NO","NO","NO","NO"
"Susceptibility ver1/getFileList_Susceptibility.m","NO","NO","NO","NO","NO"
"Susceptibility ver1/importFiles_Susceptibility.m","NO","NO","NO","NO","NO"
"Susceptibility ver1/main_Susceptibility.m","NO","NO","NO","NO","NO"
"Susceptibility ver1/Plots_Susceptibility.m","NO","NO","NO","NO","NO"
"svd_projection_test.m","NO","YES","NO","NO","NO"
"Switching ver12/addLegends.m","NO","NO","NO","NO","NO"
"Switching ver12/computeMedianAbsP2P_fromStoredData.m","NO","NO","NO","NO","NO"
"Switching ver12/computeRepeatedSwitchAmplitude.m","NO","NO","NO","NO","NO"
"Switching ver12/createP2PSwitching.m","NO","NO","NO","NO","NO"
"Switching ver12/createP2PSwitchingConfig.m","NO","NO","NO","NO","NO"
"Switching ver12/createSwitchingStabilityFigure.m","NO","NO","NO","NO","NO"
"Switching ver12/debugPlotBlockwisePulseDrift.m","NO","NO","NO","NO","NO"
"Switching ver12/debugPlotGlobalPulseDrift_blocks.m","NO","NO","NO","NO","NO"
"Switching ver12/debugPlotGlobalPulseDrift_TimeAxis.m","NO","NO","NO","NO","NO"
"Switching ver12/detectAmpTempSwitchingMap.m","NO","NO","NO","NO","NO"
"Switching ver12/detectSwitchingChannel.m","NO","NO","NO","NO","NO"
"Switching ver12/extractMetric_switchCh.m","NO","NO","NO","NO","NO"
"Switching ver12/getFileListSwitching.m","NO","NO","NO","NO","NO"
"Switching ver12/main/analyzeSwitchingStability.m","NO","NO","NO","NO","NO"
"Switching ver12/main/detect_switching_dep_mode.m","NO","NO","NO","NO","NO"
"Switching ver12/main/processFilesSwitching.m","NO","NO","NO","NO","NO"
"Switching ver12/main/Switching_main.m","NO","NO","NO","NO","NO"
"Switching ver12/parsing/extract_channel_labels_from_struct.m","NO","NO","NO","NO","NO"
"Switching ver12/parsing/extract_delay_between_pulses_from_name.m","NO","NO","NO","NO","NO"
"Switching ver12/parsing/extract_dep_type_from_folder.m","NO","NO","NO","NO","NO"
"Switching ver12/parsing/extract_num_of_pulses_from_name.m","NO","NO","NO","NO","NO"
"Switching ver12/parsing/extract_pulse_length_from_name.m","NO","NO","NO","NO","NO"
"Switching ver12/parsing/extractPulseSchemeFromFolder.m","NO","NO","NO","NO","NO"
"Switching ver12/parsing/mapChannelNameToColumn.m","NO","NO","NO","NO","NO"
"Switching ver12/parsing/resolve_x_label_and_units.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/createFilteredCenteredPlots.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/createFilteredOffsetPlots.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/createFilteredPlots.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/createPlotsSwitching.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/createUnfilteredPlots.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/plotAmpTempSwitchingMap_switchCh.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/plotFilteredCenteredData.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/plotFilteredCenteredSubplotsDiffConfig.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/plotFilteredData.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/plotFilteredOffsetData.m","NO","NO","NO","NO","NO"
"Switching ver12/plots/plotSwitchingPanelF.m","NO","YES","NO","NO","NO"
"Switching ver12/plots/plotUnfilteredData.m","NO","NO","NO","NO","NO"
"Switching ver12/plotTotalBlockDriftVsDep_PulseResolved.m","NO","NO","NO","NO","NO"
"Switching ver12/resolveDebugPlotChannels.m","NO","NO","NO","NO","NO"
"Switching ver12/resolveNegP2P.m","NO","NO","NO","NO","NO"
"Switching ver12/SwitchingShowLegendFun.m","NO","NO","NO","NO","NO"
"Switching ver12/tables/createTableSwitching.m","NO","NO","NO","NO","NO"
"Switching ver12/utils/build_legend_entry.m","NO","NO","NO","NO","NO"
"Switching ver12/utils/convertDepUnits.m","NO","NO","NO","NO","NO"
"Switching ver12/utils/formatLegendEntry.m","NO","NO","NO","NO","NO"
"Switching ver12/utils/legendEntry.m","NO","NO","NO","NO","NO"
"Switching ver12/utils/remove_outliers_in_pulse.m","NO","NO","NO","NO","NO"
"Switching/analysis/analyze_phi_kappa_canonical_space.m","YES","YES","YES","YES","YES"
"Switching/analysis/checkNoDuplicateTemps.m","NO","NO","NO","NO","NO"
"Switching/analysis/computeMetrics.m","NO","NO","NO","NO","NO"
"Switching/analysis/debug_fix_o2_pipeline.m","NO","NO","NO","NO","NO"
"Switching/analysis/ensureDir.m","NO","NO","NO","NO","NO"
"Switching/analysis/experimental/run_switching_physical_baseline_model.m","NO","YES","YES","NO","NO"
"Switching/analysis/experimental/run_switching_raw_baseline_correction_and_comparison.m","YES","YES","YES","YES","YES"
"Switching/analysis/find_relaxation_time_series.m","NO","NO","NO","NO","NO"
"Switching/analysis/formatNum.m","NO","NO","NO","NO","NO"
"Switching/analysis/getVarByCandidates.m","NO","NO","NO","NO","NO"
"Switching/analysis/inspect_relaxation_data_structure.m","NO","NO","NO","NO","NO"
"Switching/analysis/leaveOneOutPredict.m","NO","NO","NO","NO","NO"
"Switching/analysis/locate_relaxation_raw_runs.m","NO","NO","NO","NO","NO"
"Switching/analysis/pearsonCorrelation.m","NO","NO","NO","NO","NO"
"Switching/analysis/phi1_phi2_driver_helpers.m","NO","NO","NO","NO","NO"
"Switching/analysis/phi2_deformation_helpers.m","NO","NO","NO","NO","NO"
"Switching/analysis/phi2_shape_helpers.m","NO","NO","NO","NO","NO"
"Switching/analysis/relImprovement.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_aging_collapse_kappa1_kappa2.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_aging_kappa_comparison.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_aging_nonlinear_law_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_alpha_observable_search.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_alpha_physical_validity_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_asymmetric_spread_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_build_relaxation_dataset.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_build_relaxation_dataset_from_pipeline.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_collapse_failure_mode_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_extract_tau_from_relaxation.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_kappa2_kww_shape_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_kappa2_opening_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_kappa2_operational_signature_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_kappa2_physical_necessity.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_minimal_canonical.m","NO","YES","YES","NO","NO"
"Switching/analysis/run_parameter_robustness_switching_canonical.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_phi_asymmetry_link.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi_even_deformation_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi_physical_identification.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi_physical_structure_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi_pt_independence_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi_pt_restricted_deformation.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi_pt_restricted_deformation_5_1.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi_pt_restricted_deformation_stable.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi_temperature_derivative_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_phi1_observable_phi2_driver_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_phi1_phi2_observable_closure_fixed.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_phi1_phi2_observable_closure_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_phi2_deformation_structure_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_phi2_extended_deformation_basis_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_phi2_kappa2_canonical_residual_mode.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_phi2_second_order_deformation_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_phi2_shape_physics_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_prediction_falsification_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_pt_deformation_mode_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_pt_energy_extraction_robustness_audit.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_PT_kappa_relaxation_mapping.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_PT_to_relaxation_mapping.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_pt_width_spread_observable_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_relaxation_deep_search.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_relaxation_extraction_from_known_runs.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_relaxation_outlier_audit.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_relaxation_outlier_audit_no_toolbox.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_residual_decomposition_22k_failure_audit.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_residual_rank2_audit.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_residual_sector_robustness.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_residual_temperature_structure_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_switching_peak_jump_audit.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_tail_ablation_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/run_trajectory_geometry_aging_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_validate_relaxation_dataset.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_width_decomposition_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_width_interaction_closure_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/run_width_interaction_closure_test_v2.m","NO","NO","NO","NO","NO"
"Switching/analysis/sanitizeMD.m","NO","NO","NO","NO","NO"
"Switching/analysis/spearmanCorrelation.m","NO","NO","NO","NO","NO"
"Switching/analysis/switching_a1_vs_curvature_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_alignment_audit.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_dynamic_shape_geometry_match_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_dynamic_shape_mode_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_effective_observables.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_energy_mapping_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_energy_scale_collapse_filtered.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_full_scaling_collapse.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_full_scaling_collapse_figure_repair.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_geometry_diagnostics.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_mechanism_followup.m","NO","NO","NO","NO","NO"
"Switching/analysis/switching_mechanism_survey.m","NO","NO","NO","NO","NO"
"Switching/analysis/switching_mode23_analysis.m","NO","NO","NO","NO","NO"
"Switching/analysis/switching_observable_basis_test.m","NO","NO","NO","NO","NO"
"Switching/analysis/switching_observable_stability_survey.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_residual_collapse_verification_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_residual_decomposition_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_ridge_curvature_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_ridge_susceptibility_analysis.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_ridge_susceptibility_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_second_coordinate_duel.m","NO","NO","NO","NO","NO"
"Switching/analysis/switching_second_structural_observable_search.m","NO","NO","NO","NO","NO"
"Switching/analysis/switching_shape_rank_analysis.m","NO","NO","NO","NO","NO"
"Switching/analysis/switching_translation_mode_test.m","NO","YES","NO","NO","NO"
"Switching/analysis/switching_XI_Xshape_analysis.m","NO","NO","NO","NO","NO"
"Switching/analysis/tiedRankLocal.m","NO","NO","NO","NO","NO"
"Switching/analysis/toDoubleColumn.m","NO","NO","NO","NO","NO"
"Switching/analysis/yesno.m","NO","NO","NO","NO","NO"
"Switching/utils/analyzeShapeSubspace.m","NO","NO","NO","NO","NO"
"Switching/utils/buildMapRounded.m","NO","NO","NO","NO","NO"
"Switching/utils/buildShapeMaps.m","NO","NO","NO","NO","NO"
"Switching/utils/buildSwitchingMapRounded.m","NO","NO","NO","NO","NO"
"Switching/utils/computeXshapeFromMap.m","NO","NO","NO","NO","NO"
"Switching/utils/safeCorr.m","NO","NO","NO","NO","NO"
"Switching/utils/switchingNumericColumn.m","NO","NO","NO","NO","NO"
"Switching/utils/toNum.m","NO","NO","NO","NO","NO"
"Switching/utils/toNumeric.m","NO","NO","NO","NO","NO"
"Switching/utils/toNumericColumn.m","NO","NO","NO","NO","NO"
"templates/canonical_helper_function.m","NO","NO","NO","NO","NO"
"templates/canonical_runnable_script.m","NO","NO","NO","YES","NO"
"test_execution_probe.m","NO","YES","YES","NO","NO"
"test_minimal_relaxation.m","NO","YES","NO","NO","NO"
"test_minimal_run.m","NO","NO","NO","NO","NO"
"tests/test_tex_normalization.m","NO","NO","NO","NO","NO"
"tmp/_guardrail_invalid.m","NO","NO","NO","NO","NO"
"tmp/_guardrail_valid.m","NO","NO","NO","YES","NO"
"tmp/fix_aging_timescale_outputs.m","NO","NO","NO","NO","NO"
"tmp/refresh_tau_figure_only.m","NO","NO","NO","NO","NO"
"tmp/run_canonical_probe.m","NO","YES","NO","NO","NO"
"tmp/run_canonical_reconstruction_loto.m","NO","YES","NO","YES","NO"
"tmp/run_switching_a1_vs_logdS_debug.m","NO","NO","NO","NO","NO"
"tmp/switching_physics_output_robustness_fast_run.m","NO","YES","YES","NO","NO"
"tmp/switching_physics_output_robustness_run.m","NO","YES","YES","NO","NO"
"Tools ver1/build_entry_list.m","NO","NO","NO","NO","NO"
"Tools ver1/clean_switching_duplicates.m","NO","NO","NO","NO","NO"
"Tools ver1/clean_switching_orphans.m","NO","NO","NO","NO","NO"
"Tools ver1/detect_dead_functions.m","NO","NO","NO","NO","NO"
"Tools ver1/find_unused_functions_with_entry.m","NO","NO","NO","NO","NO"
