"script_path","category","purpose","status","complexity","dependencies_notes"
"results/switching/runs/run_2026_03_25_011944_rsr_child_smoothwindow_9/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011944_rsr_child_smoothwindow_9","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012002_rsr_child_cdf_fallback_only/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012002_rsr_child_cdf_fallback_only","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012015_rsr_child_alignment_run_2026_03_09_14552/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012015_rsr_child_alignment_run_2026_03_09_14552","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012421_pt_energy_robustness_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012421_pt_energy_robustness_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012425_pt_robust_canonical/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012425_pt_robust_canonical","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012458_ridge_extraction_robustness/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012458_ridge_extraction_robustness","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012515_residual_sector_robustness/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012515_residual_sector_robustness","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012517_rsr_child_baseline/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012517_rsr_child_baseline","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012517_rsr_child_baseline/review/_extracted_bundle/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012517_rsr_child_baseline","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012533_pt_robust_smooth_w3/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012533_pt_robust_smooth_w3","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012617_pt_robust_smooth_w7/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012617_pt_robust_smooth_w7","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012635_rsr_child_tmax_28k/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012635_rsr_child_tmax_28k","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012648_pt_robust_sgolay_w5/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012648_pt_robust_sgolay_w5","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012717_rsr_child_tmax_25k/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012717_rsr_child_tmax_25k","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012731_pt_robust_no_monotone/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012731_pt_robust_no_monotone","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012810_rsr_child_nxgrid_180/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012810_rsr_child_nxgrid_180","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012833_pt_robust_minpts8/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012833_pt_robust_minpts8","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012900_rsr_child_nxgrid_260/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012900_rsr_child_nxgrid_260","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_012947_rsr_child_smoothwindow_3/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_012947_rsr_child_smoothwindow_3","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013028_rsr_child_smoothwindow_9/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013028_rsr_child_smoothwindow_9","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013202_rsr_child_cdf_fallback_only/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013202_rsr_child_cdf_fallback_only","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013243_rsr_child_alignment_run_2026_03_09_14552/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013243_rsr_child_alignment_run_2026_03_09_14552","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013346_pt_energy_robustness_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013346_pt_energy_robustness_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013356_pt_robust_canonical/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013356_pt_robust_canonical","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013532_pt_robust_smooth_w3/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013532_pt_robust_smooth_w3","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013618_pt_robust_smooth_w7/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013618_pt_robust_smooth_w7","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013703_pt_robust_sgolay_w5/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013703_pt_robust_sgolay_w5","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013759_pt_robust_no_monotone/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013759_pt_robust_no_monotone","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_013849_pt_robust_minpts7/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_013849_pt_robust_minpts7","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_021529_phi_physical_identification/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_021529_phi_physical_identification","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_021547_phi_physical_identification/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_021547_phi_physical_identification","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_022511_pt_width_spread_observable/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_022511_pt_width_spread_observable","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_022634_phi_physical_identification_v2/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_022634_phi_physical_identification_v2","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_022837_phi_asymmetry_link/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_022837_phi_asymmetry_link","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_022903_pt_width_spread_observable/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_022903_pt_width_spread_observable","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_023031_asymmetric_spread_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_023031_asymmetric_spread_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_023419_pt_width_spread_observable/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_023419_pt_width_spread_observable","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_023722_asymmetric_spread_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_023722_asymmetric_spread_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_023905_pt_width_spread_observable/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_023905_pt_width_spread_observable","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_024040_asymmetric_spread_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_024040_asymmetric_spread_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_024149_phi_temperature_derivative_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_024149_phi_temperature_derivative_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_024223_asymmetric_spread_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_024223_asymmetric_spread_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_024620_asymmetric_spread_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_024620_asymmetric_spread_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_024703_phi_temperature_derivative_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_024703_phi_temperature_derivative_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_025006_asymmetric_spread_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_025006_asymmetric_spread_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_025119_phi_temperature_derivative_test_verify/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_025119_phi_temperature_derivative_test_verify","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_025841_asymmetric_spread_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_025841_asymmetric_spread_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_025841_phi_even_deformation_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_025841_phi_even_deformation_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_030329_phi_even_deformation_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_030329_phi_even_deformation_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_033200_collapse_failure_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_033200_collapse_failure_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_033213_phi_pt_independence_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_033213_phi_pt_independence_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_034055_phi_pt_independence_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_034055_phi_pt_independence_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_034109_pt_deformation_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_034109_pt_deformation_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_034604_pt_deformation_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_034604_pt_deformation_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_035242_pt_deformation_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_035242_pt_deformation_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_035738_pt_deformation_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_035738_pt_deformation_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_040134_pt_deformation_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_040134_pt_deformation_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_041024_pt_deformation_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_041024_pt_deformation_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_041026_kappa_phi_temperature_structure_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_041026_kappa_phi_temperature_structure_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_041314_phi_physical_structure_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_041314_phi_physical_structure_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_042423_kappa_phi_temperature_structure_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_042423_kappa_phi_temperature_structure_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_043610_kappa_phi_temperature_structure_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_043610_kappa_phi_temperature_structure_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_043700_collapse_failure_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_043700_collapse_failure_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_160119_phi_pt_restricted_deformation_stable/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_160119_phi_pt_restricted_deformation_stable","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_160354_phi_pt_restricted_deformation_stable/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_160354_phi_pt_restricted_deformation_stable","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_160523_phi_pt_restricted_deformation_stable/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_160523_phi_pt_restricted_deformation_stable","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_160623_phi_pt_restricted_deformation_final_clea/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_160623_phi_pt_restricted_deformation_final_clea","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_160915_phi_pt_restricted_deformation_stable/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_160915_phi_pt_restricted_deformation_stable","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_203006_tail_ablation_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_203006_tail_ablation_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_203400_tail_ablation_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_203400_tail_ablation_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_204359_agent18a_closure_support/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_204359_agent18a_closure_support","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_210453_phi2_shape_physics/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_210453_phi2_shape_physics","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_211023_phi2_shape_physics/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_211023_phi2_shape_physics","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_211300_phi2_shape_physics/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_211300_phi2_shape_physics","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_211445_phi2_shape_physics/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_211445_phi2_shape_physics","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_212940_deformation_closure_agent19e_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_212940_deformation_closure_agent19e_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_213328_deformation_closure_agent19e_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_213328_deformation_closure_agent19e_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_213432_alpha_structure_agent19f_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_213432_alpha_structure_agent19f_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_214112_nonlinear_response_agent19h_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_214112_nonlinear_response_agent19h_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_214510_nonlinear_response_agent19h_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_214510_nonlinear_response_agent19h_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_214628_alpha_structure_agent19f_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_214628_alpha_structure_agent19f_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_215123_alpha_structure_agent19f_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_215123_alpha_structure_agent19f_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_215124_local_shift_agent19g_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_215124_local_shift_agent19g_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_26_001728_agent23c_full_prediction_trajectory_inte/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_26_001728_agent23c_full_prediction_trajectory_inte","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_26_001855_agent23c_full_prediction_trajectory_inte/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_26_001855_agent23c_full_prediction_trajectory_inte","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_26_002525_agent23c_full_prediction_trajectory_inte/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_26_002525_agent23c_full_prediction_trajectory_inte","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_26_002944_agent23c_full_prediction_trajectory_inte/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_26_002944_agent23c_full_prediction_trajectory_inte","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_26_024630_residual_shape_consistency_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_26_024630_residual_shape_consistency_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_26_025027_residual_shape_consistency_internal/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_26_025027_residual_shape_consistency_internal","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_alignment_audit/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_mechanism_followup/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_mechanism_survey/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_mode23_analysis/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_observable_basis_test/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_observable_summary/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_second_coordinate_duel/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_second_observable_search/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_shape_rank_analysis/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_test_logs/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_legacy_XI_Xshape_analysis/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"run_a1_integral_consistency_wrapper.m","infrastructure","run_a1_integral_consistency_wrapper.m","WORKING","SIMPLE",""
"run_a1_mobility_wrapper.m","infrastructure","run_a1_mobility_wrapper","WORKING","SIMPLE",""
"run_activation_signature_wrapper.m","infrastructure","run_activation_signature_wrapper.m","WORKING","SIMPLE",""
"run_aging_clock_ratio_temperature_scaling_wrapper.m","infrastructure","clock ratio temperature scaling wrapper.m","WORKING","SIMPLE",""
"run_amplitude_response_wrapper.m","infrastructure","run_amplitude_response_wrapper","WORKING","SIMPLE",""
"run_barrier_distribution_wrapper.m","infrastructure","barrier distribution wrapper.m","BROKEN","SIMPLE",""
"run_creep_activation_scaling_wrapper.m","infrastructure","run_creep_activation_scaling_wrapper.m","WORKING","SIMPLE",""
"run_geometry_deformation_wrapper.m","infrastructure","run_geometry_deformation_wrapper.m","BROKEN","SIMPLE",""
"run_kappa1_pt_vs_speak_test.m","kappa1","run_kappa1_pt_vs_speak_test","WORKING","MEDIUM","uses innerjoin; uses readtable"
"run_kappa2_robust_audit.m","kappa2","run_kappa2_robust_audit.m","WORKING","MEDIUM","uses readtable"
"run_relaxation_temperature_scaling_wrapper.m","infrastructure","run_relaxation_temperature_scaling_wrapper","BROKEN","SIMPLE",""
"run_ridge_susceptibility_analysis_wrapper.m","infrastructure","run_ridge_susceptibility_analysis_wrapper","WORKING","SIMPLE",""
"run_ridge_temperature_susceptibility_wrapper.m","infrastructure","run_ridge_temperature_susceptibility_wrapper","WORKING","SIMPLE",""
"run_switching_creep_barrier_analysis_wrapper.m","infrastructure","RUN_SWITCHING_CREEP_BARRIER_ANALYSIS_WRAPPER","BROKEN","SIMPLE",""
"run_switching_creep_scaling_wrapper.m","infrastructure","RUN_SWITCHING_CREEP_SCALING_WRAPPER","WORKING","SIMPLE",""
"run_switching_threshold_residual_structure_wrapper.m","infrastructure","RUN_SWITCHING_THRESHOLD_RESIDUAL_STRUCTURE_WRAPPER","WORKING","SIMPLE",""
"run_switching_width_roughness_competition_wrapper.m","infrastructure","RUN_SWITCHING_WIDTH_ROUGHNESS_COMPETITION_WRAPPER","WORKING","SIMPLE",""
"run_threshold_distribution_model.m","unknown","Threshold Distribution Model for Switching Data","WORKING","COMPLEX","uses readtable"
"run_x_vs_r_predictor_comparison_wrapper.m","infrastructure","RUN_X_VS_R_PREDICTOR_COMPARISON_WRAPPER","WORKING","MEDIUM","expects observables.csv; uses readtable"
"setup_repo.m","infrastructure","setup_repo","PARTIAL","SIMPLE",""
"svd_projection_test.m","unknown","svd_projection_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_asymmetric_spread_analysis.m","unknown","run_asymmetric_spread_analysis","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_collapse_failure_mode_test.m","unknown","run_collapse_failure_mode_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_phi_asymmetry_link.m","unknown","run_phi_asymmetry_link","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_phi_even_deformation_test.m","unknown","run_phi_even_deformation_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_phi_physical_identification.m","unknown","run_phi_physical_identification","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_phi_physical_structure_test.m","unknown","run_phi_physical_structure_test","WORKING","MEDIUM",""
"Switching/analysis/run_phi_pt_independence_test.m","PT","run_phi_pt_independence_test","BROKEN","COMPLEX","uses readtable"
"Switching/analysis/run_phi_pt_restricted_deformation.m","PT","run_phi_pt_restricted_deformation","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_phi_pt_restricted_deformation_5_1.m","PT","run_phi_pt_restricted_deformation_5_1","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_phi_pt_restricted_deformation_stable.m","PT","run_phi_pt_restricted_deformation_stable","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_phi_temperature_derivative_test.m","unknown","run_phi_temperature_derivative_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_phi2_shape_physics_test.m","phi2","run_phi2_shape_physics_test","WORKING","MEDIUM",""
"Switching/analysis/run_prediction_falsification_test.m","unknown","RUN_PREDICTION_FALSIFICATION_TEST Predictive holdout test for S(I,T) model.","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_pt_deformation_mode_test.m","PT","run_pt_deformation_mode_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_pt_energy_extraction_robustness_audit.m","PT","run_pt_energy_extraction_robustness_audit","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_pt_width_spread_observable_analysis.m","PT","run_pt_width_spread_observable_analysis","BROKEN","MEDIUM",""
"Switching/analysis/run_residual_decomposition_22k_failure_audit.m","infrastructure","run_residual_decomposition_22k_failure_audit","WORKING","MEDIUM","reads config_snapshot; uses readtable"
"Switching/analysis/run_residual_rank2_audit.m","infrastructure","run_residual_rank2_audit","WORKING","MEDIUM","uses readtable"
"Switching/analysis/run_residual_sector_robustness.m","unknown","run_residual_sector_robustness","WORKING","MEDIUM",""
"Switching/analysis/run_residual_temperature_structure_test.m","unknown","run_residual_temperature_structure_test","WORKING","MEDIUM","reads config_snapshot; uses readtable"
"Switching/analysis/run_switching_peak_jump_audit.m","infrastructure","run_switching_peak_jump_audit","WORKING","MEDIUM","reads config_snapshot; uses readtable"
"Switching/analysis/run_tail_ablation_test.m","unknown","run_tail_ablation_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_a1_vs_curvature_test.m","unknown","switching_a1_vs_curvature_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_alignment_audit.m","infrastructure","switching_alignment_audit","WORKING","MEDIUM",""
"Switching/analysis/switching_dynamic_shape_geometry_match_analysis.m","unknown","switching_dynamic_shape_geometry_match_analysis","BROKEN","MEDIUM","expects observables.csv; uses readtable"
"Switching/analysis/switching_dynamic_shape_mode_analysis.m","unknown","switching_dynamic_shape_mode_analysis","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_effective_observables.m","unknown","switching_effective_observables","WORKING","MEDIUM","expects observables.csv; uses readtable"
"Switching/analysis/switching_energy_mapping_analysis.m","unknown","switching_energy_mapping_analysis","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_energy_scale_collapse_filtered.m","unknown","switching_energy_scale_collapse_filtered","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_full_scaling_collapse.m","unknown","switching_full_scaling_collapse","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_full_scaling_collapse_figure_repair.m","infrastructure","switching_full_scaling_collapse_figure_repair","WORKING","MEDIUM",""
"Switching/analysis/switching_geometry_diagnostics.m","unknown","switching_geometry_diagnostics","BROKEN","MEDIUM","expects observables.csv; reads config_snapshot; uses readtable"
"Switching/analysis/switching_mechanism_followup.m","unknown","switching_mechanism_followup","BROKEN","MEDIUM","uses readtable"
"Switching/analysis/switching_mechanism_survey.m","infrastructure","switching_mechanism_survey","BROKEN","MEDIUM","uses readtable"
"Switching/analysis/switching_mode23_analysis.m","unknown","switching_mode23_analysis","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_observable_basis_test.m","unknown","switching_observable_basis_test","BROKEN","MEDIUM","uses readtable"
"Switching/analysis/switching_observable_stability_survey.m","infrastructure","switching_observable_stability_survey","BROKEN","MEDIUM","uses readtable"
"Switching/analysis/switching_residual_collapse_verification_analysis.m","unknown","switching_residual_collapse_verification_analysis","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_residual_decomposition_analysis.m","unknown","switching_residual_decomposition_analysis","WORKING","MEDIUM","uses readtable"
